date,product,SKU,category,price,quantity,competitor_price,discount,black_friday_date
2022-03-15,Product_9,SKU_6,Furniture,95.52393897898074,8,114.5570697932232,5,2023-11-24
2022-03-16,Product_34,SKU_42,Electronics,74.83960177467326,7,81.86071776956462,10,2023-11-24
2022-03-17,Product_46,SKU_29,Furniture,117.5827664807908,13,110.21866637620982,15,2023-11-24
2022-03-18,Product_14,SKU_15,Clothing,99.12149734089756,7,88.40850863822877,20,2023-11-24
2022-03-19,Product_4,SKU_29,Clothing,121.74907101388331,12,117.5431556694829,0,2023-11-24
2022-03-20,Product_30,SKU_4,Grocery,103.50490388065121,10,125.31305437769306,5,2023-11-24
2022-03-21,Product_31,SKU_18,Clothing,61.3675204564625,12,61.84359210092408,20,2023-11-24
2022-03-22,Product_38,SKU_50,Grocery,121.93085591950428,8,122.83339484295084,10,2023-11-24
2022-03-23,Product_11,SKU_49,Clothing,59.73998735380639,9,73.53459651682319,0,2023-11-24
2022-03-24,Product_35,SKU_44,Electronics,62.601946341671756,12,50.95665808088652,5,2023-11-24
2022-03-25,Product_8,SKU_39,Clothing,81.65594639736727,8,87.04554920774295,5,2023-11-24
2022-03-26,Product_3,SKU_16,Grocery,81.92288916095328,5,87.08631916639384,0,2023-11-24
2022-03-27,Product_14,SKU_11,Grocery,127.92042730762964,12,137.49400185874742,15,2023-11-24
2022-03-28,Product_13,SKU_14,Furniture,96.57687226499272,13,105.09980676799944,15,2023-11-24
2022-03-29,Product_45,SKU_3,Electronics,124.94770583949327,9,124.36079431020012,20,2023-11-24
2022-03-30,Product_32,SKU_50,Clothing,88.64165042828094,8,74.81052191672863,5,2023-11-24
2022-03-31,Product_34,SKU_42,Furniture,106.3529273802127,16,100.70412691296517,20,2023-11-24
2022-04-01,Product_45,SKU_38,Clothing,109.48084623024413,13,117.90180590922849,0,2023-11-24
2022-04-02,Product_19,SKU_45,Clothing,113.92130834154099,6,132.46506461050913,20,2023-11-24
2022-04-03,Product_38,SKU_42,Furniture,90.70147651168324,7,78.47214896522429,5,2023-11-24
2022-04-04,Product_16,SKU_18,Furniture,92.44290222430212,7,79.5551820724175,15,2023-11-24
2022-04-05,Product_2,SKU_20,Furniture,94.03738841468312,7,78.29835417270041,15,2023-11-24
2022-04-06,Product_40,SKU_48,Furniture,66.95175219406391,9,59.28125305712787,0,2023-11-24
2022-04-07,Product_17,SKU_25,Furniture,98.32196273463406,5,107.7975745910149,10,2023-11-24
2022-04-08,Product_34,SKU_38,Clothing,92.3263148984744,9,105.48822660163866,20,2023-11-24
2022-04-09,Product_42,SKU_13,Furniture,111.60145788155107,13,90.81488871796857,0,2023-11-24
2022-04-10,Product_16,SKU_4,Electronics,101.82602342119337,12,89.77427821635614,15,2023-11-24
2022-04-11,Product_38,SKU_14,Grocery,126.72763606906375,13,112.80535593954707,5,2023-11-24
2022-04-12,Product_2,SKU_33,Furniture,101.40176950417134,8,92.72500662505301,5,2023-11-24
2022-04-13,Product_2,SKU_28,Furniture,88.75588607559473,5,86.53240919189955,10,2023-11-24
2022-04-14,Product_26,SKU_37,Clothing,101.15394444331568,15,97.17977484293112,10,2023-11-24
2022-04-15,Product_13,SKU_8,Furniture,114.48334481754327,12,119.62153705530717,15,2023-11-24
2022-04-16,Product_47,SKU_44,Furniture,64.53585184421907,5,45.269395138469086,10,2023-11-24
2022-04-17,Product_31,SKU_34,Furniture,85.69502962364818,10,80.4898188243919,10,2023-11-24
2022-04-18,Product_34,SKU_44,Clothing,86.11646528229296,12,99.78047497738733,5,2023-11-24
2022-04-19,Product_39,SKU_5,Furniture,108.21980405755001,10,122.26492214178397,20,2023-11-24
2022-04-20,Product_3,SKU_5,Grocery,110.545730793839,5,127.19318812106604,5,2023-11-24
2022-04-21,Product_8,SKU_31,Clothing,102.0245545566979,9,105.9570918633426,5,2023-11-24
2022-04-22,Product_23,SKU_45,Grocery,50.427237617441534,10,43.87639567468604,15,2023-11-24
2022-04-23,Product_14,SKU_9,Clothing,66.96163633616426,16,68.7102597611131,15,2023-11-24
2022-04-24,Product_27,SKU_42,Furniture,95.22136357085758,14,120.49854836134287,20,2023-11-24
2022-04-25,Product_29,SKU_32,Grocery,89.97061153283053,14,84.664965821464,0,2023-11-24
2022-04-26,Product_39,SKU_33,Clothing,100.10740757672006,13,118.4357744970109,10,2023-11-24
2022-04-27,Product_39,SKU_3,Electronics,90.61203675129049,12,66.24413383397132,10,2023-11-24
2022-04-28,Product_1,SKU_30,Furniture,130.63284932298075,12,136.3527029416957,5,2023-11-24
2022-04-29,Product_17,SKU_50,Clothing,54.12116830306957,7,60.5938198467865,5,2023-11-24
2022-04-30,Product_41,SKU_12,Electronics,106.0525526305963,9,109.78841313006102,20,2023-11-24
2022-05-01,Product_30,SKU_29,Clothing,116.56020812326945,9,120.95085138179678,10,2023-11-24
2022-05-02,Product_13,SKU_3,Electronics,114.03076916716799,13,119.26292408649587,5,2023-11-24
2022-05-03,Product_21,SKU_26,Furniture,115.74545976002369,9,121.44534881134248,5,2023-11-24
2022-05-04,Product_19,SKU_30,Grocery,118.62231816781869,12,115.3149223029477,15,2023-11-24
2022-05-05,Product_19,SKU_9,Electronics,87.92040226785552,13,85.21009297417346,0,2023-11-24
2022-05-06,Product_25,SKU_26,Clothing,77.97032486046086,4,64.36216659709058,20,2023-11-24
2022-05-07,Product_22,SKU_2,Furniture,59.30636654610655,13,66.63125696016768,0,2023-11-24
2022-05-08,Product_31,SKU_3,Electronics,92.7479433264061,9,105.77070190385378,0,2023-11-24
2022-05-09,Product_17,SKU_46,Clothing,84.44933752090289,8,101.8931837026628,20,2023-11-24
2022-05-10,Product_23,SKU_4,Clothing,123.23217627314276,8,115.02137617599993,10,2023-11-24
2022-05-11,Product_32,SKU_25,Clothing,94.2488377969773,4,77.00804081072778,5,2023-11-24
2022-05-12,Product_10,SKU_13,Electronics,79.39188525544884,7,83.15499355278239,20,2023-11-24
2022-05-13,Product_10,SKU_39,Electronics,76.22929092077798,11,64.67302969562303,5,2023-11-24
2022-05-14,Product_36,SKU_44,Electronics,139.7764010756759,7,145.49408370539598,15,2023-11-24
2022-05-15,Product_8,SKU_35,Grocery,99.55827370016846,5,77.50482533336185,0,2023-11-24
2022-05-16,Product_20,SKU_23,Electronics,84.36991073452113,11,95.2420053522351,15,2023-11-24
2022-05-17,Product_32,SKU_9,Electronics,102.48083615544043,12,104.0136396275465,0,2023-11-24
2022-05-18,Product_50,SKU_2,Electronics,137.93778312330141,9,118.7243983069992,10,2023-11-24
2022-05-19,Product_14,SKU_41,Grocery,92.2063871540089,9,95.24721361433592,20,2023-11-24
2022-05-20,Product_50,SKU_44,Electronics,113.74021418896393,8,114.68982908049516,10,2023-11-24
2022-05-21,Product_28,SKU_31,Clothing,123.72922074660649,10,128.95815284089704,0,2023-11-24
2022-05-22,Product_46,SKU_44,Electronics,62.17152216300187,13,70.19165819030158,15,2023-11-24
2022-05-23,Product_24,SKU_47,Clothing,87.23175162660922,7,63.06863052987376,0,2023-11-24
2022-05-24,Product_15,SKU_2,Clothing,121.22173256317727,14,116.50965698089534,10,2023-11-24
2022-05-25,Product_22,SKU_32,Clothing,86.01393121794987,6,85.12363096761985,10,2023-11-24
2022-05-26,Product_30,SKU_18,Grocery,108.29250798534567,8,105.33878322996739,15,2023-11-24
2022-05-27,Product_4,SKU_13,Grocery,84.8303680175038,9,81.32008297569091,15,2023-11-24
2022-05-28,Product_13,SKU_46,Grocery,91.08896192976147,5,101.63346420128639,10,2023-11-24
2022-05-29,Product_23,SKU_5,Electronics,88.65272388785787,7,71.34007320818478,0,2023-11-24
2022-05-30,Product_8,SKU_42,Clothing,112.73340307391663,12,109.81856594629943,0,2023-11-24
2022-05-31,Product_18,SKU_44,Grocery,104.03160228399186,12,101.90903806725575,20,2023-11-24
2022-06-01,Product_12,SKU_10,Grocery,101.9771889002204,16,100.88294826224774,10,2023-11-24
2022-06-02,Product_31,SKU_43,Electronics,150.14990475717667,7,140.37676487241396,20,2023-11-24
2022-06-03,Product_14,SKU_25,Grocery,134.79394814240135,11,156.21141202190668,10,2023-11-24
2022-06-04,Product_34,SKU_34,Electronics,60.37512758892439,8,70.16101372284247,20,2023-11-24
2022-06-05,Product_18,SKU_37,Furniture,91.13180653562902,11,113.24716063506492,5,2023-11-24
2022-06-06,Product_34,SKU_30,Grocery,148.52927349213985,8,154.93198582678994,0,2023-11-24
2022-06-07,Product_11,SKU_7,Furniture,88.50819938623916,6,96.13100862907996,0,2023-11-24
2022-06-08,Product_41,SKU_6,Electronics,141.7549197175029,15,141.71110028397078,5,2023-11-24
2022-06-09,Product_12,SKU_3,Clothing,91.47346370263479,16,107.10429494938171,15,2023-11-24
2022-06-10,Product_49,SKU_13,Grocery,95.32004858906875,9,100.97532850721416,5,2023-11-24
2022-06-11,Product_15,SKU_3,Electronics,117.27142718271625,11,115.36493871957428,0,2023-11-24
2022-06-12,Product_31,SKU_26,Clothing,98.19585649984329,13,116.66157300278725,10,2023-11-24
2022-06-13,Product_49,SKU_24,Clothing,109.89249279148572,9,96.86431664895383,20,2023-11-24
2022-06-14,Product_29,SKU_6,Furniture,131.49897398615278,12,124.17780393056802,0,2023-11-24
2022-06-15,Product_26,SKU_43,Electronics,115.17601867951538,15,143.28219792197774,5,2023-11-24
2022-06-16,Product_18,SKU_49,Clothing,102.830642642994,8,109.53767723138004,10,2023-11-24
2022-06-17,Product_32,SKU_42,Grocery,133.47053683435186,10,107.1391063941315,0,2023-11-24
2022-06-18,Product_22,SKU_12,Grocery,117.53374951750199,10,127.72306969533798,5,2023-11-24
2022-06-19,Product_38,SKU_49,Furniture,85.32913673805304,7,75.09810067390187,0,2023-11-24
2022-06-20,Product_17,SKU_36,Clothing,139.60150466888038,8,133.85836212975443,5,2023-11-24
2022-06-21,Product_23,SKU_2,Electronics,112.84731184100356,10,138.3567121929429,5,2023-11-24
2022-06-22,Product_24,SKU_11,Grocery,95.72646462260276,15,112.28162686926945,0,2023-11-24
2022-06-23,Product_50,SKU_39,Clothing,59.583648308281056,7,79.56476366663466,10,2023-11-24
2022-06-24,Product_8,SKU_34,Clothing,72.44847239870666,10,66.37548365095459,0,2023-11-24
2022-06-25,Product_41,SKU_26,Furniture,134.00269820799875,7,131.09163243205,0,2023-11-24
2022-06-26,Product_6,SKU_18,Grocery,134.793305039409,8,136.97996126532792,10,2023-11-24
2022-06-27,Product_5,SKU_21,Grocery,101.7056813746648,16,110.38965367154013,0,2023-11-24
2022-06-28,Product_44,SKU_36,Electronics,64.59511648049028,10,61.17527662831651,20,2023-11-24
2022-06-29,Product_29,SKU_40,Grocery,78.26049492698789,11,97.04422696167899,20,2023-11-24
2022-06-30,Product_28,SKU_46,Electronics,67.52463295900844,9,72.436490226857,20,2023-11-24
2022-07-01,Product_11,SKU_44,Grocery,66.79777480172478,15,81.70708596164529,5,2023-11-24
2022-07-02,Product_1,SKU_22,Furniture,140.53604737873812,4,132.73615080861651,15,2023-11-24
2022-07-03,Product_43,SKU_30,Grocery,141.19835816828947,7,137.00957244535118,0,2023-11-24
2022-07-04,Product_19,SKU_50,Electronics,77.5830569286886,7,80.03979869723834,15,2023-11-24
2022-07-05,Product_9,SKU_43,Electronics,99.82530048204801,6,95.23413997395981,20,2023-11-24
2022-07-06,Product_27,SKU_30,Furniture,74.30407680136395,9,84.78132079156602,10,2023-11-24
2022-07-07,Product_34,SKU_8,Grocery,99.69523906999827,11,110.37171618716478,20,2023-11-24
2022-07-08,Product_44,SKU_34,Grocery,132.78607766738193,16,130.39544687150754,0,2023-11-24
2022-07-09,Product_4,SKU_47,Furniture,121.5743810160603,9,128.15409282405938,15,2023-11-24
2022-07-10,Product_36,SKU_9,Grocery,116.17325530994574,14,136.59179617857674,15,2023-11-24
2022-07-11,Product_18,SKU_20,Grocery,96.11640525474272,14,106.5623797285274,5,2023-11-24
2022-07-12,Product_15,SKU_40,Electronics,125.23934231992729,9,131.75935687845478,10,2023-11-24
2022-07-13,Product_13,SKU_25,Grocery,112.93337493166662,6,125.88654254771598,20,2023-11-24
2022-07-14,Product_19,SKU_19,Grocery,108.07831162631439,14,124.88651329925611,10,2023-11-24
2022-07-15,Product_49,SKU_5,Furniture,97.6918132360043,8,112.87095609823442,0,2023-11-24
2022-07-16,Product_6,SKU_11,Furniture,106.36745879029333,6,105.64767275311944,5,2023-11-24
2022-07-17,Product_48,SKU_15,Clothing,105.76503155738654,10,114.7878815561058,20,2023-11-24
2022-07-18,Product_12,SKU_8,Electronics,89.17136709851479,12,86.1907624913728,0,2023-11-24
2022-07-19,Product_37,SKU_19,Grocery,84.50166932545467,5,83.95722841597443,10,2023-11-24
2022-07-20,Product_17,SKU_23,Grocery,80.0618607933922,8,84.85427699193811,5,2023-11-24
2022-07-21,Product_23,SKU_27,Clothing,81.34273776412815,10,66.85827594091411,20,2023-11-24
2022-07-22,Product_26,SKU_40,Grocery,96.23794248909897,4,99.92437389359644,10,2023-11-24
2022-07-23,Product_29,SKU_32,Electronics,92.94630202008837,13,86.03188826617381,20,2023-11-24
2022-07-24,Product_33,SKU_26,Clothing,87.58532506794887,8,75.7242222906675,5,2023-11-24
2022-07-25,Product_27,SKU_27,Electronics,86.10437050529669,9,94.05351112238914,5,2023-11-24
2022-07-26,Product_25,SKU_19,Clothing,105.83760052232633,10,103.22973864860239,10,2023-11-24
2022-07-27,Product_10,SKU_50,Clothing,127.55214894348612,10,129.7520186263012,20,2023-11-24
2022-07-28,Product_47,SKU_42,Furniture,99.78168637853102,14,97.41793813976928,15,2023-11-24
2022-07-29,Product_23,SKU_29,Electronics,98.47338399918462,14,92.30694296132455,0,2023-11-24
2022-07-30,Product_21,SKU_39,Grocery,81.3022661457326,6,82.4779705305421,5,2023-11-24
2022-07-31,Product_21,SKU_41,Grocery,95.53860376418585,11,81.91612129222852,20,2023-11-24
2022-08-01,Product_43,SKU_33,Electronics,123.80672681218738,8,122.84433643829993,10,2023-11-24
2022-08-02,Product_13,SKU_19,Grocery,120.74922207017946,10,140.55655405303088,10,2023-11-24
2022-08-03,Product_37,SKU_37,Grocery,119.3594748854867,12,107.36470929958782,5,2023-11-24
2022-08-04,Product_33,SKU_19,Electronics,118.71737658439685,15,132.9789595915588,5,2023-11-24
2022-08-05,Product_24,SKU_33,Clothing,108.7346511112967,7,129.60262915564917,15,2023-11-24
2022-08-06,Product_44,SKU_47,Electronics,108.0241432696599,4,100.16906140174376,10,2023-11-24
2022-08-07,Product_11,SKU_16,Clothing,104.89500653369548,9,108.1710961171145,20,2023-11-24
2022-08-08,Product_17,SKU_23,Grocery,91.66229439894971,8,78.66500069779511,0,2023-11-24
2022-08-09,Product_4,SKU_7,Grocery,101.67398797231019,12,87.1802836437511,0,2023-11-24
2022-08-10,Product_47,SKU_26,Grocery,104.31199367411733,9,105.98369380346706,15,2023-11-24
2022-08-11,Product_25,SKU_32,Furniture,112.66337206632105,10,116.75517370440926,20,2023-11-24
2022-08-12,Product_30,SKU_12,Clothing,102.00512974090319,12,96.33597904568157,0,2023-11-24
2022-08-13,Product_9,SKU_8,Furniture,142.10322761944838,14,130.79328922285572,0,2023-11-24
2022-08-14,Product_21,SKU_5,Furniture,75.80375605884177,9,67.9644821500131,20,2023-11-24
2022-08-15,Product_20,SKU_42,Electronics,115.089513995414,10,124.00044688872777,20,2023-11-24
2022-08-16,Product_19,SKU_28,Furniture,99.17512586721892,13,108.1543683938807,5,2023-11-24
2022-08-17,Product_19,SKU_5,Electronics,100.04292564253085,9,106.46801625475642,0,2023-11-24
2022-08-18,Product_12,SKU_49,Electronics,83.74848435378384,15,79.89244239586802,0,2023-11-24
2022-08-19,Product_37,SKU_26,Furniture,120.3868653449737,14,109.63124837236168,15,2023-11-24
2022-08-20,Product_42,SKU_5,Clothing,113.05683068642314,6,126.18443727648356,5,2023-11-24
2022-08-21,Product_17,SKU_22,Clothing,116.67274793607383,10,133.08442703079822,5,2023-11-24
2022-08-22,Product_37,SKU_15,Clothing,103.38490809637929,13,98.13583112231574,0,2023-11-24
2022-08-23,Product_48,SKU_13,Clothing,93.5021037071955,6,91.91309752717675,10,2023-11-24
2022-08-24,Product_39,SKU_28,Clothing,98.66876902911086,8,83.99826013150481,10,2023-11-24
2022-08-25,Product_28,SKU_33,Furniture,108.6693130011128,12,114.0086869817034,20,2023-11-24
2022-08-26,Product_41,SKU_43,Furniture,59.888476541605186,7,80.64633875402514,5,2023-11-24
2022-08-27,Product_35,SKU_23,Grocery,117.45865735150915,4,126.89496552967813,0,2023-11-24
2022-08-28,Product_47,SKU_33,Clothing,148.52385629366134,6,170.6438382890027,0,2023-11-24
2022-08-29,Product_48,SKU_43,Furniture,109.60670093906953,4,105.7028599449666,0,2023-11-24
2022-08-30,Product_18,SKU_18,Grocery,94.38146751584452,7,81.30531911396429,15,2023-11-24
2022-08-31,Product_14,SKU_50,Clothing,96.77529490641462,14,111.81837493343838,10,2023-11-24
2022-09-01,Product_35,SKU_30,Electronics,114.15084701868338,14,115.86889192584341,15,2023-11-24
2022-09-02,Product_44,SKU_26,Grocery,94.83422673369763,17,85.90365368686855,0,2023-11-24
2022-09-03,Product_41,SKU_16,Furniture,117.37350542678354,11,136.09671383398074,0,2023-11-24
2022-09-04,Product_7,SKU_13,Electronics,96.51718565739512,9,90.45649386643115,5,2023-11-24
2022-09-05,Product_41,SKU_39,Electronics,134.28366933248674,9,123.08577057913226,5,2023-11-24
2022-09-06,Product_13,SKU_33,Electronics,133.73192272044378,8,139.74802754631938,10,2023-11-24
2022-09-07,Product_18,SKU_26,Grocery,93.39660664118118,13,80.37912542206709,20,2023-11-24
2022-09-08,Product_37,SKU_48,Furniture,98.37952326522401,6,108.60303015518835,0,2023-11-24
2022-09-09,Product_13,SKU_1,Electronics,99.5526227624332,7,88.02949964321517,5,2023-11-24
2022-09-10,Product_36,SKU_49,Clothing,99.8206734847252,8,102.33557383135305,10,2023-11-24
2022-09-11,Product_31,SKU_38,Electronics,81.05141909878648,12,84.21821569668631,15,2023-11-24
2022-09-12,Product_2,SKU_2,Electronics,78.25478631451296,9,80.90396968677157,0,2023-11-24
2022-09-13,Product_16,SKU_49,Grocery,124.99515143095911,10,112.118213292305,20,2023-11-24
2022-09-14,Product_9,SKU_6,Grocery,121.79574028408334,9,119.85042614213118,10,2023-11-24
2022-09-15,Product_9,SKU_46,Furniture,121.45041428354543,9,135.18629537691967,20,2023-11-24
2022-09-16,Product_38,SKU_50,Clothing,98.61243266119342,3,96.59226547477643,0,2023-11-24
2022-09-17,Product_11,SKU_38,Grocery,137.84023539979393,10,126.33143196703263,10,2023-11-24
2022-09-18,Product_22,SKU_42,Electronics,99.55062046650866,5,95.09990947515406,5,2023-11-24
2022-09-19,Product_33,SKU_24,Furniture,117.25752347799482,7,104.67455819455613,20,2023-11-24
2022-09-20,Product_36,SKU_18,Electronics,72.22755970930032,18,50.4102374062889,15,2023-11-24
2022-09-21,Product_45,SKU_27,Electronics,95.40529337004298,12,93.64088419651323,15,2023-11-24
2022-09-22,Product_23,SKU_41,Grocery,96.88357888852366,10,97.8836838819417,20,2023-11-24
2022-09-23,Product_45,SKU_8,Furniture,98.6902492395677,8,105.67909858741389,0,2023-11-24
2022-09-24,Product_45,SKU_28,Clothing,73.49002064008629,9,78.16367335493769,0,2023-11-24
2022-09-25,Product_34,SKU_10,Clothing,114.07761855648515,4,120.22409271358214,0,2023-11-24
2022-09-26,Product_9,SKU_17,Grocery,120.57220622606755,7,120.1615009262308,15,2023-11-24
2022-09-27,Product_24,SKU_29,Grocery,85.12281221754169,11,106.39780498856737,15,2023-11-24
2022-09-28,Product_8,SKU_6,Furniture,77.05316967357342,9,68.63816095818032,5,2023-11-24
2022-09-29,Product_7,SKU_14,Clothing,84.62116750212155,14,81.45005469461104,0,2023-11-24
2022-09-30,Product_36,SKU_22,Clothing,109.90997338280361,11,126.49633415896943,15,2023-11-24
2022-10-01,Product_18,SKU_6,Clothing,88.0679329018329,11,84.16882097103303,15,2023-11-24
2022-10-02,Product_3,SKU_26,Electronics,97.31869500727248,8,96.21652223471644,0,2023-11-24
2022-10-03,Product_28,SKU_39,Clothing,78.5307851059461,9,82.57263152512722,0,2023-11-24
2022-10-04,Product_6,SKU_12,Electronics,139.58572811002927,15,151.26034000714296,15,2023-11-24
2022-10-05,Product_44,SKU_35,Furniture,101.46397256325567,8,102.8840036156206,20,2023-11-24
